cpg,p.value,stderr,parameter,statistic,group1,group2,conf1,conf2,CHR,BP,SYMBOL
cg01128642,3.45E-05,0.001456218,146.696762,-4.273245623,0.009105145,0.015327922,-0.009100653,-0.003344901,chr2,19558808,OSR1
cg08096062,3.54E-05,0.010042641,104.6735231,-4.321505707,0.039736235,0.083135566,-0.063312756,-0.023485905,chr2,56410509,CCDC85A
cg14987431,3.54E-05,0.003014381,102.742775,-4.324857385,0.011195955,0.024232724,-0.019015262,-0.007058277,chr10,94455650,HHEX
cg25587069,3.55E-05,0.002077335,124.9096385,-4.289764563,0.009716498,0.018627778,-0.013022613,-0.004799946,chr5,151066484,SPARC
cg11723848,3.56E-05,0.003101467,108.833408,-4.312578817,0.012968471,0.026343793,-0.019522434,-0.007228209,chr4,96470286,UNC5C
cg22587479,3.56E-05,0.002902807,100.5251709,-4.327753532,0.01341336,0.025975993,-0.018321351,-0.006803915,chr2,219738226,WNT6
cg17855264,3.60E-05,0.003190928,128.9011601,-4.28118429,0.019013837,0.032674789,-0.019974327,-0.007347576,chr15,37180636,LOC145845
cg26422161,3.61E-05,0.004940991,108.6005087,-4.309361877,0.020734235,0.042026754,-0.031085808,-0.011499231,chr6,1313211,FOXQ1
cg11689813,3.66E-05,0.004030545,101.4872392,-4.31881586,0.0164631,0.03387028,-0.02540223,-0.009412129,chr1,229570052,ACTA1
cg22061831,3.68E-05,0.004003387,122.6661397,-4.283140846,0.018666402,0.035813473,-0.025071745,-0.009222397,chr2,131721692,ARHGEF4
cg14035550,3.69E-05,0.002969972,123.5113874,-4.28192967,0.013467474,0.026184684,-0.018595845,-0.006838575,chr2,10861421,ATP6V1C2
cg19024344,3.69E-05,0.00303293,114.1292964,-4.294932477,0.015369867,0.028396098,-0.019034369,-0.007018092,chr8,12990622,DLC1
cg05578055,3.70E-05,0.002174457,110.2160703,-4.300655893,0.00941489,0.018766484,-0.013660764,-0.005042423,chr8,16859045,FGF20
cg06122635,3.71E-05,0.002687138,96.07043026,-4.326604923,0.010026113,0.021652298,-0.016960062,-0.006292308,chr2,105461368,PANTR1
cg12552165,3.73E-05,0.005727155,118.5239346,-4.285452921,0.024293368,0.048836823,-0.035884262,-0.013202647,chr1,183154981,LAMC2
cg22752052,3.77E-05,0.003324331,121.5161607,-4.278844175,0.018800197,0.033024493,-0.020805405,-0.007643188,chr19,34397682,KCTD15
cg02281208,3.84E-05,0.003356357,124.9173307,-4.2696017,0.019556336,0.033886644,-0.020972998,-0.007687618,chr15,27216008,GABRG3
cg01068823,3.88E-05,0.006790915,118.1657367,-4.275736901,0.025413653,0.05444982,-0.042483834,-0.015588502,chr16,22012676,PDZD9
cg17657268,3.89E-05,0.001581119,105.9836283,-4.294803038,0.007851093,0.014641689,-0.009925325,-0.003655868,chr7,107643956,LAMB1
cg26220018,3.90E-05,0.00428911,90.05442294,-4.326965455,0.015660723,0.034219556,-0.027079829,-0.010037836,chr8,76320150,HNF4G
cg15697440,3.92E-05,0.002564863,136.4589576,-4.25121863,0.012740947,0.023644742,-0.015975815,-0.005831775,chr7,80548718,SEMA3C
cg26715952,3.92E-05,0.003539478,124.9234961,-4.264038871,0.018986461,0.034078931,-0.022097577,-0.008087363,chr6,62996119,KHDRBS2
cg09757430,3.95E-05,0.007313424,128.7291679,-4.257440495,0.038595597,0.069732065,-0.045606544,-0.016666391,chr13,28397122,GSX1
cg27600205,3.97E-05,0.002350021,117.8795369,-4.270731187,0.013314175,0.023350482,-0.014690037,-0.005382577,chr4,134070416,PCDH10
cg01215442,3.98E-05,0.002781662,124.2552897,-4.261561343,0.016104152,0.027958376,-0.017359801,-0.006348647,chr19,18980443,GDF1
cg24913794,3.98E-05,0.010138705,112.5492217,-4.277992692,0.045677165,0.089050473,-0.063460782,-0.023285833,chr2,126716943,GYPC
cg05080154,4.03E-05,0.005194108,111.6887647,-4.27591297,0.018891194,0.041100747,-0.032501325,-0.011917781,chr18,76739409,SALL3
cg24557917,4.06E-05,0.003423938,109.283446,-4.277997644,0.014339247,0.028986847,-0.021433537,-0.007861663,chr4,165980112,TMEM192
cg05537253,4.14E-05,0.006291331,142.012431,-4.23153207,0.025725629,0.052347597,-0.039058731,-0.014185206,chr16,23314394,SCNN1B
cg04642923,4.14E-05,0.003733246,102.1285653,-4.285064655,0.013835787,0.029832986,-0.023401962,-0.008592436,chr11,33398366,HIPK3
cg22303418,4.26E-05,0.004746697,108.2169986,-4.266958941,0.021531117,0.041785079,-0.029662525,-0.010845398,chr2,63284784,OTX1
cg19101326,4.31E-05,0.002752517,119.2212577,-4.247125332,0.012121469,0.023811754,-0.01714044,-0.00624013,chr8,106331160,ZFPM2
cg19014858,4.33E-05,0.009329243,93.24140657,-4.291880007,0.029887736,0.069927726,-0.058565385,-0.021514595,chr19,51471811,KLK6
cg18380550,4.35E-05,0.002832357,110.9557605,-4.256951241,0.011803122,0.023860326,-0.017669732,-0.006444675,chr19,17559217,TMEM221
cg24567424,4.41E-05,0.004107969,128.6424186,-4.229479842,0.019659793,0.037034365,-0.025502504,-0.009246641,chr13,108520566,FAM155A
cg03819227,4.42E-05,0.007893906,135.5890093,-4.221446265,0.034882135,0.068205836,-0.048934806,-0.017712597,chr5,110252994,TSLP
cg13964092,4.42E-05,0.004154144,122.2007681,-4.236717682,0.019750693,0.037350629,-0.025823343,-0.009376528,chr9,126773442,LHX2
cg05904135,4.44E-05,0.003466376,125.3484921,-4.232021492,0.016157225,0.030827002,-0.021529978,-0.007809575,chr10,134599372,NKX6-2
cg10959353,4.50E-05,0.003219373,119.2726685,-4.236401937,0.015805427,0.029443986,-0.02001309,-0.007264028,chr2,229046515,SPHKAP
cg19937039,4.51E-05,0.005626753,128.9853011,-4.223771408,0.02983743,0.053603547,-0.034898798,-0.012633437,chr14,94759767,SERPINA10
cg14889768,4.52E-05,0.002606701,117.8340238,-4.236792654,0.013893628,0.024937681,-0.016206106,-0.005881999,chr6,146864529,RAB32
cg06310816,4.58E-05,0.002838107,89.48509185,-4.285692928,0.010175299,0.022338552,-0.01780209,-0.006524418,chr7,42267719,GLI3
cg23833452,4.59E-05,0.003870597,94.18553978,-4.274390272,0.015663474,0.032207915,-0.024229403,-0.008859478,chr6,146864752,RAB32
cg23915011,4.62E-05,0.005463456,120.7825954,-4.227211225,0.028290718,0.0513859,-0.03391173,-0.012278633,chr5,1702577,MIR4277
cg20787173,4.63E-05,0.004173766,101.9947832,-4.255900784,0.018200321,0.035963457,-0.026041787,-0.009484485,chr6,133562475,EYA4
cg02467990,4.67E-05,0.003355255,108.2118262,-4.243033542,0.016859307,0.031095765,-0.020887008,-0.007585909,chr7,49813102,VWC2
cg13198321,4.84E-05,0.003817732,132.3695989,-4.201820732,0.019033073,0.035074498,-0.023593082,-0.008489769,chr15,58357891,ALDH1A2
cg12653570,4.87E-05,0.009404638,118.5546794,-4.216777299,0.038119574,0.077776838,-0.058280105,-0.021034423,chr1,35392942,DLGAP3
cg04526480,4.87E-05,0.004792207,125.5084883,-4.207762867,0.023998221,0.044162692,-0.029648469,-0.010680474,chr1,20838582,MUL1
cg06133908,4.91E-05,0.004950555,103.7015437,-4.237529922,0.019660479,0.040638602,-0.030795592,-0.011160655,chr20,36156936,BLCAP
cg05063395,4.99E-05,0.002311113,119.5646903,-4.20920603,0.011240977,0.020968927,-0.014303963,-0.005151938,chr8,18870993,PSD3
cg17712694,5.01E-05,0.004155213,108.8084005,-4.223803814,0.018282422,0.035833224,-0.025786462,-0.009315144,chr5,16180068,MARCHF11
cg23730181,5.15E-05,0.003098936,125.8819579,-4.192699427,0.014833403,0.027826311,-0.019125667,-0.006860148,chr1,70033739,LRRC7
cg21263710,5.19E-05,0.006634909,122.3484532,-4.195103566,0.034615261,0.062449393,-0.040968223,-0.014700041,chr18,49865488,DCC
cg21816308,5.20E-05,0.005083631,127.5816874,-4.188541092,0.026628804,0.047921802,-0.031352146,-0.011233851,chr1,39044140,RRAGC
cg02344833,5.32E-05,0.004665096,119.5339753,-4.192595454,0.021367676,0.040926537,-0.028795794,-0.010321928,chr19,58545285,ZSCAN1
cg02861380,5.33E-05,0.00229743,107.43444,-4.209547205,0.010475837,0.020146979,-0.014225318,-0.005116964,chr1,75596758,LHX8
cg26085533,5.42E-05,0.006186799,106.9851873,-4.205768673,0.027052352,0.053072599,-0.038284874,-0.013755619,chr17,32950846,TMEM132E
cg17950095,5.45E-05,0.002704779,134.4154949,-4.168955159,0.013343538,0.024619641,-0.016625534,-0.005926672,chr7,27224700,HOXA11
cg19079194,5.46E-05,0.004029389,106.9348846,-4.20400263,0.01983607,0.036775631,-0.02492741,-0.008951712,chr2,213403321,ERBB4
cg07976787,5.46E-05,0.01236368,110.2508299,-4.198671566,0.049980507,0.101891538,-0.076412321,-0.027409739,chr16,25598190,HS3ST4
cg17405234,5.50E-05,0.004000962,105.9886699,-4.203856301,0.015937924,0.032757394,-0.024751777,-0.008887164,chr4,91048419,CCSER1
cg15161959,5.51E-05,0.00950317,128.5734954,-4.172414336,0.045027083,0.084678245,-0.058454007,-0.020848317,chr2,177020616,HOXD4
cg09082903,5.54E-05,0.003533348,119.1074685,-4.182289545,0.015812924,0.03059041,-0.021773804,-0.007781168,chr4,164253207,NPY1R
cg06338421,5.55E-05,0.002737307,130.4664334,-4.168549887,0.014856324,0.026266926,-0.016825856,-0.005995349,chr5,146889561,DPYSL3
cg13066289,5.55E-05,0.010092761,103.5791178,-4.20527513,0.042300873,0.084743709,-0.062458116,-0.022427555,chr2,134135267,NCKAP5
cg24924936,5.64E-05,0.002210473,110.6160747,-4.189694178,0.012702431,0.021963637,-0.013641573,-0.004880839,chr1,78957203,PTGFR
cg03202564,5.66E-05,0.006871806,113.4052609,-4.184755607,0.027928956,0.056685784,-0.042370587,-0.015143067,chr10,50977130,NA
cg24665290,5.71E-05,0.004223398,100.6760369,-4.202980146,0.018205083,0.035955939,-0.026129267,-0.009372444,chr14,34420292,EGLN3
cg14412322,5.75E-05,0.003871785,131.9564659,-4.157497645,0.021434577,0.037531514,-0.023755734,-0.00843814,chr3,65534685,MAGI1
cg00913949,5.76E-05,0.003300082,102.3865253,-4.197432885,0.015653807,0.029505678,-0.020397272,-0.007306472,chr1,217311511,ESRRG
cg17603206,5.79E-05,0.003639678,112.6249815,-4.179895813,0.018183142,0.033396617,-0.022424594,-0.008002357,chr10,20104935,PLXDC2
cg22421148,5.80E-05,0.005255754,130.1823374,-4.157150407,0.024801168,0.046650126,-0.032246701,-0.011451215,chr20,36149119,BLCAP
cg16622495,5.85E-05,0.001363043,132.6733561,-4.152357772,0.008087408,0.01374725,-0.008355949,-0.002963735,chr18,5544099,EPB41L3
cg02757172,5.88E-05,0.00919908,124.6506924,-4.16011566,0.041742339,0.080011578,-0.056475858,-0.020062618,chr4,158141076,GRIA2
cg10462187,5.88E-05,0.006268348,103.6110839,-4.190047572,0.028131788,0.054396465,-0.038695596,-0.013833758,chr10,124067402,BTBD16
cg27129029,5.89E-05,0.008822336,127.6459239,-4.156023578,0.0421809,0.078846738,-0.0541228,-0.019208876,chr4,111720303,PITX2
cg09072859,5.91E-05,0.003572346,117.1359247,-4.167947555,0.018228234,0.033117586,-0.021964112,-0.007814593,chr11,132934128,OPCML
cg10868817,5.99E-05,0.004800332,109.045234,-4.176057562,0.023875084,0.043921548,-0.029560522,-0.010532406,chr8,106332119,ZFPM2
cg07379949,6.00E-05,0.009055444,114.9890926,-4.166892835,0.048517123,0.086250186,-0.055670173,-0.019795954,chr15,96889861,NR2F2
cg07033372,6.02E-05,0.002683634,117.3511929,-4.16319013,0.014254758,0.025427234,-0.016487106,-0.005857847,chr20,37353032,SLC32A1
cg14306734,6.03E-05,0.002207241,114.0663765,-4.167118748,0.012233147,0.021430981,-0.013570334,-0.004825335,chr18,34833938,CELF4
cg02741521,6.09E-05,0.005641009,112.4309993,-4.166987768,0.027204678,0.050710692,-0.034682482,-0.012329546,chr3,9745610,CPNE9
cg04590978,6.09E-05,0.002164665,134.1220817,-4.140591426,0.010419387,0.019382379,-0.013244285,-0.004681698,chr10,97802941,ENTPD1-AS1
cg20265805,6.11E-05,0.004781836,136.5357353,-4.137432292,0.023646225,0.043430746,-0.029240558,-0.010328483,chr20,43029468,HNF4A
cg06993118,6.11E-05,0.001969085,121.6713948,-4.153597047,0.010265683,0.018444471,-0.012076895,-0.004280681,chr5,127873980,FBN2
cg22325823,6.12E-05,0.009060987,120.1136104,-4.155290272,0.041372209,0.079023241,-0.055590983,-0.01971108,chr17,72667062,RAB37
cg07125112,6.15E-05,0.004219943,90.58000013,-4.203710276,0.015145184,0.032884601,-0.026122339,-0.009356495,chr15,44486621,FRMD5
cg09591072,6.17E-05,0.002196592,131.5450351,-4.139986801,0.012585001,0.021678861,-0.013439075,-0.004748646,chr3,184301468,EPHB3
cg22955973,6.19E-05,0.00172981,114.652369,-4.159449706,0.007868812,0.015063869,-0.010621589,-0.003768526,chr3,154797947,MME
cg07344468,6.22E-05,0.009118924,130.3237532,-4.13902221,0.03934899,0.077092418,-0.055783708,-0.019703149,chr11,127811816,ETS1
cg10351287,6.26E-05,0.003018544,115.4704792,-4.155228111,0.013929042,0.026471782,-0.018521636,-0.006563844,chr4,5053341,STK32B
cg25311666,6.27E-05,0.003558772,128.5423827,-4.138963039,0.019208072,0.0339377,-0.021770984,-0.007688272,chr19,50706577,MYH14
cg07344338,6.28E-05,0.007256756,135.094609,-4.131635877,0.037581702,0.067563974,-0.044333811,-0.015630733,chr3,25101907,RARB
cg23953697,6.29E-05,0.00318365,135.0876966,-4.131147945,0.017923397,0.031075527,-0.019448373,-0.006855886,chr5,140306208,PCDHA13
cg03260566,6.43E-05,0.003007663,135.9610553,-4.124762806,0.017803715,0.030209613,-0.01835375,-0.006458045,chr4,20256841,SLIT2
cg26146027,6.43E-05,0.003546588,121.8529178,-4.140077639,0.018072603,0.032755752,-0.021704058,-0.007662239,chr3,24536889,THRB-AS1
cg23506077,6.46E-05,0.00710716,134.9463586,-4.124660013,0.036090766,0.065405384,-0.043370443,-0.015258792,chr20,34824050,AAR2
cg17142931,6.46E-05,0.002707237,116.6548573,-4.14523319,0.015646407,0.026868537,-0.016583838,-0.005860423,chr1,942295,ISG15
cg05852008,6.50E-05,0.004914128,107.0287762,-4.157687302,0.020302721,0.040734129,-0.030173063,-0.010689752,chr20,45523541,EYA2
cg14120129,6.59E-05,0.003402707,107.2055416,-4.153612156,0.015224651,0.029358176,-0.020878847,-0.007388203,chr5,135364575,TGFBI
cg18712792,6.67E-05,0.004267022,116.6727595,-4.136805601,0.018418493,0.036070335,-0.026102704,-0.00920098,chr14,21270133,RNASE1
cg02192967,6.83E-05,0.002277737,115.5058856,-4.132057576,0.011450229,0.020861969,-0.013923289,-0.004900192,chr4,90758406,SNCA-AS1
cg02615582,6.85E-05,0.004497537,113.1492437,-4.134736116,0.019143063,0.037739193,-0.027506435,-0.009685824,chr19,49939549,SLC17A7
cg10775231,6.91E-05,0.007798362,110.5830103,-4.136111328,0.035292692,0.067547584,-0.047708508,-0.016801276,chr10,81967666,LINC00857
cg12937151,6.93E-05,0.010341606,127.0280811,-4.114251407,0.053419407,0.095967375,-0.063012097,-0.022083839,chr15,87758226,AGBL1
cg25202070,6.96E-05,0.002155528,112.5304504,-4.131372241,0.010532617,0.019437906,-0.013175972,-0.004634606,chr7,51384519,COBL
cg01078446,6.97E-05,0.008169009,119.1751621,-4.122228841,0.038185642,0.071860164,-0.049849731,-0.017499314,chr12,115113212,TBX3
cg04842426,6.98E-05,0.003703785,107.5916743,-4.137757902,0.015906996,0.031232362,-0.022667226,-0.007983506,chr7,136555777,CHRM2
cg07824172,7.03E-05,0.008647714,112.0676922,-4.12953573,0.038197978,0.073909023,-0.052845269,-0.018576821,chr4,104641548,TACR3
cg02493644,7.18E-05,0.00263317,133.3329851,-4.098476739,0.015150163,0.025942149,-0.016000176,-0.005583797,chr7,84816314,SEMA3D
cg03686593,7.19E-05,0.004650046,107.8902301,-4.1293794,0.020779272,0.039981075,-0.028419107,-0.0099845,chr18,11149470,PIEZO2
cg07559273,7.24E-05,0.002146129,124.9233432,-4.105259952,0.011801405,0.020611823,-0.0130579,-0.004562937,chr14,27066404,NOVA1
cg25670060,7.27E-05,0.002574788,123.1104182,-4.106151582,0.01256203,0.023134499,-0.015669058,-0.00547588,chr11,98891544,CNTN5
cg21859781,7.38E-05,0.002875223,118.5434438,-4.107701405,0.013982057,0.025792614,-0.017504011,-0.006117104,chr8,97173034,GDF6
cg15745900,7.41E-05,0.003940618,116.8568834,-4.108909694,0.016022534,0.032214179,-0.023995933,-0.008387357,chr8,68864549,PREX2
cg17942573,7.43E-05,0.003709143,106.0818204,-4.123728178,0.012695351,0.02799085,-0.02264917,-0.007941827,chr5,16936391,MYO10
cg05945059,7.44E-05,0.003967504,108.689532,-4.119086671,0.015052401,0.031394894,-0.02420621,-0.008478777,chr18,56940463,RAX
cg27129590,7.45E-05,0.006463111,94.02467173,-4.144386246,0.02304852,0.049834148,-0.039618243,-0.013953014,chr12,116351979,MED13L
cg12223582,7.50E-05,0.00514692,109.3628872,-4.116000729,0.020790707,0.041975435,-0.031385377,-0.010984079,chr7,75912349,SRRM3
cg18770669,7.55E-05,0.001723489,103.7184566,-4.123205515,0.008374388,0.015480689,-0.010524155,-0.003688448,chr12,5541220,NTF3
cg16472050,7.59E-05,0.005979204,90.30068474,-4.147028675,0.019391918,0.04418785,-0.036674127,-0.012917738,chr2,172945698,METAP1D
cg01085224,7.61E-05,0.008342748,124.587403,-4.092547942,0.031648974,0.065792069,-0.050654963,-0.017631227,chr5,5139626,ADAMTS16
cg21521117,7.68E-05,0.007404102,106.4338367,-4.114015336,0.028023937,0.058484526,-0.045139251,-0.015781928,chr6,27247908,PRSS16
cg22866015,7.71E-05,0.002399072,111.8722342,-4.104995934,0.011798404,0.021646586,-0.014601695,-0.005094668,chr2,133174136,GPR39
cg01955745,7.73E-05,0.007781173,111.0584114,-4.10543049,0.030449857,0.062394922,-0.04736389,-0.016526241,chr11,131240413,NTM
cg25599538,7.78E-05,0.003773161,113.6121677,-4.100159089,0.014954577,0.030425137,-0.022945437,-0.007995684,chr4,141490075,UCP1
cg23094961,7.78E-05,0.010862698,100.7320584,-4.119945327,0.034829252,0.079582973,-0.066303085,-0.023204355,chr2,207506535,FAM237A
cg16933181,7.98E-05,0.006025177,111.9608679,-4.095937225,0.026832012,0.051510761,-0.036616911,-0.012740586,chr18,24765485,AQP4-AS1
cg13577628,7.99E-05,0.008093151,120.3111978,-4.084801746,0.034475127,0.067534043,-0.04908237,-0.017035463,chr1,119534899,TBX15
cg22883472,8.08E-05,0.004530161,117.4307565,-4.08522324,0.019567981,0.0380747,-0.027478122,-0.009535316,chr8,25868045,PPP2R2A
cg08022524,8.11E-05,0.007402439,93.29074241,-4.122962132,0.030068006,0.06058798,-0.045219146,-0.015820802,chr2,223162128,PAX3
cg09805010,8.17E-05,0.003029575,128.5344754,-4.06950898,0.015529375,0.027858257,-0.018323176,-0.006334589,chr3,24536077,THRB-AS1
cg07969984,8.21E-05,0.002882741,109.6173858,-4.091560978,0.013756177,0.025551088,-0.017508048,-0.006081773,chr7,93204350,CALCR
cg03827327,8.24E-05,0.005163594,129.9560626,-4.06605909,0.023941404,0.044936882,-0.031211064,-0.010779893,chr16,26217675,HS3ST4
cg24137567,8.26E-05,0.005746786,126.2804904,-4.068969025,0.026363416,0.049746911,-0.03475597,-0.012011019,chr15,23930952,NDN
cg02640260,8.33E-05,0.003785955,133.0661114,-4.060090855,0.021757901,0.037129222,-0.02285976,-0.007882883,chr4,94749609,ATOH1
cg19839798,8.33E-05,0.002313282,128.3365065,-4.064738024,0.012874655,0.022277539,-0.013979994,-0.004825776,chr13,108519318,FAM155A
cg11650648,8.34E-05,0.007252314,113.1159672,-4.0823972,0.034523043,0.064129869,-0.043974809,-0.015238844,chr17,9741522,GLP2R
cg01036351,8.40E-05,0.004085212,104.8946509,-4.092659193,0.017949289,0.034668668,-0.024819693,-0.008619064,chr2,207506480,FAM237A
cg18206027,8.47E-05,0.002978631,113.0621054,-4.078326395,0.012820371,0.024968202,-0.018049001,-0.00624666,chr7,49813486,VWC2
cg15953602,8.53E-05,0.004970789,133.3907811,-4.053278029,0.0260638,0.046211788,-0.029979751,-0.010316225,chr8,75896720,CRISPLD1
cg16413675,8.66E-05,0.004233358,122.0278584,-4.061307191,0.025958138,0.043151104,-0.025573301,-0.008812631,chr16,2520055,NTN3
cg01610605,8.70E-05,0.004724681,104.092937,-4.084492318,0.019498082,0.038796005,-0.028667044,-0.009928802,chr16,6069399,RBFOX1
cg06054552,8.72E-05,0.005375677,106.6133357,-4.079690763,0.020151015,0.042082116,-0.032588197,-0.011274006,chr19,41060564,SPTBN4
cg27268486,8.75E-05,0.002923217,107.3985193,-4.077686917,0.013018064,0.024938029,-0.017714657,-0.006125274,chr7,79764291,GNAI1
cg07185854,8.78E-05,0.004970322,137.0366848,-4.042492824,0.024668804,0.044761296,-0.02992094,-0.010264046,chr16,65071589,CDH11
cg20599022,8.79E-05,0.003373536,93.91848227,-4.099505565,0.011253295,0.025083124,-0.020528139,-0.007131519,chr4,142054446,RNF150
cg03005087,8.92E-05,0.008269252,100.7857805,-4.083048608,0.032253416,0.066017172,-0.050168149,-0.017359363,chr8,70973739,PRDM14
cg23235241,8.93E-05,0.002292066,130.960851,-4.043703574,0.011790394,0.021058831,-0.013802704,-0.00473417,chr16,25704505,HS3ST4
cg14557699,8.98E-05,0.009869831,103.034582,-4.077563337,0.039323465,0.079568324,-0.059819262,-0.020670456,chr5,140254909,PCDHA11
cg06271128,8.98E-05,0.003446777,116.4372306,-4.058439659,0.017875479,0.031864015,-0.020815042,-0.00716203,chr10,34955525,PARD3
cg20980055,9.04E-05,0.002959792,109.4628444,-4.065874863,0.012468294,0.024502439,-0.017900078,-0.006168211,chr6,133562258,EYA4
cg05930881,9.06E-05,0.002533051,129.7354133,-4.04119517,0.014784506,0.025021061,-0.015247991,-0.00522512,chr8,11560540,GATA4
cg16420199,9.06E-05,0.002761074,116.6426534,-4.055788568,0.014470028,0.025668362,-0.016666672,-0.005729996,chr8,19797965,LPL
cg04223553,9.14E-05,0.005832937,121.8180408,-4.047328661,0.025248455,0.048856268,-0.035154868,-0.012060759,chr5,153852934,HAND1
cg18279094,9.16E-05,0.006902102,133.694915,-4.034362496,0.033497693,0.061343273,-0.041497018,-0.014194142,chr1,63790044,FOXD3
