cpg,BETA.GSE40279,SE.GSE40279,T.GSE40279,P.GSE40279,BETA.CAScov0,SE.CAScov0,T.CAScov0,P.CAScov0,CHR,BP,SYMBOL,ENSEMBL
cg12974660,95.9665834,11.97186026,8.016012661,5.07E-15,21.74876378,8.611770321,2.525469558,0.011698151,chr12,117299348,HRK,ENSG00000135116
cg00410600,168.1350263,20.99172758,8.009584998,5.34E-15,56.02579584,17.1172389,3.273062681,0.001097986,chr8,145555942,SCRT1,ENSG00000261678
cg08578568,117.2327508,14.64829965,8.003164436,5.63E-15,35.81781687,13.10028494,2.734125024,0.006358061,chr16,86492943,FENDRR,ENSG00000268388
cg07814707,141.7538961,17.7209202,7.999240137,5.84E-15,35.24035975,14.37468118,2.451557659,0.014383261,chr10,134899027,ADGRA1,ENSG00000197177
cg09354267,99.50368701,12.466874,7.981446435,6.56E-15,26.54233786,8.090803388,3.280556526,0.001069515,chr6,106774064,ATG5,ENSG00000057663
cg20367712,180.5923743,22.62705335,7.981259047,6.64E-15,62.51863815,22.71415245,2.752409023,0.006016074,chr4,54967809,GSX2,ENSG00000180613
cg10426370,143.4620267,17.97846777,7.97965814,6.69E-15,41.68470318,16.52630944,2.522323773,0.011802659,chr5,54282459,ESM1,ENSG00000164283
cg15635600,123.845754,15.52566422,7.976840942,6.86E-15,49.63774742,12.55516736,3.953571146,8.21E-05,chr21,45681834,DNMT3L,ENSG00000142182
cg14548509,103.7056832,13.00287451,7.97559671,6.91E-15,46.25312498,11.84293368,3.905546231,9.99E-05,chr8,41165144,SFRP1,ENSG00000104332
cg00964997,194.9383792,24.44473296,7.974657754,6.93E-15,74.82116119,19.688206,3.800303653,0.000152683,chr4,13531195,LINC01097,ENSG00000281202
cg08386537,84.64756398,10.62329537,7.968107917,7.29E-15,41.58133141,9.896299653,4.201704968,2.87E-05,chr2,171569381,LINC01124,ENSG00000222033
cg15301794,162.5335654,20.41227244,7.962541447,7.68E-15,56.5827962,19.91159988,2.841700141,0.004572724,chr11,31822243,PAX6,ENSG00000007372
cg16897103,96.95885272,12.18523597,7.95707633,7.90E-15,29.14177627,12.70113275,2.294423408,0.021959517,chr15,96894342,NR2F2,ENSG00000185551
cg26904140,99.1086031,12.45583246,7.956802843,7.92E-15,35.35770517,12.01156597,2.94363826,0.003313971,chr19,2703086,GNG7,ENSG00000176533
cg00732251,139.9099878,17.59604681,7.951217073,8.31E-15,37.05476825,16.22322803,2.284056428,0.02256379,chr6,99276866,POU3F2,ENSG00000184486
cg06400334,101.0190348,12.71559222,7.944500978,8.67E-15,23.21381199,11.43650691,2.029799148,0.042624472,chr16,71436020,CALB2,ENSG00000172137
cg14352983,113.8333913,14.32978394,7.943831653,8.77E-15,35.66483629,10.04560211,3.55029354,0.000401559,chr18,6414976,L3MBTL4,ENSG00000154655
cg10632728,140.226975,17.65818751,7.941187337,8.81E-15,40.17153047,13.4516158,2.986372125,0.002887488,chr1,18875315,KLHDC7A,ENSG00000179023
cg04350421,159.1242412,20.05669454,7.933722123,9.45E-15,42.04549897,17.03703618,2.467888107,0.013747126,chr22,39634647,PDGFB,ENSG00000100311
cg06005169,66.21814605,8.348897528,7.931364091,9.47E-15,25.09769512,8.124265457,3.089226374,0.002058653,chr2,176984634,HOXD10,ENSG00000128710
cg04156219,138.5839599,17.48132997,7.92754099,9.82E-15,48.99205545,16.21734547,3.02096638,0.002579661,chr8,30137637,MIR548O2,ENSG00000275453
cg03700944,160.3109193,20.23032081,7.924289526,1.01E-14,30.30947706,14.87020038,2.038269578,0.041768929,chr6,46703468,PLA2G7,ENSG00000146070
cg02340556,145.8810195,18.40761106,7.925038129,1.01E-14,57.5047459,15.56402923,3.694721016,0.000231289,chr17,46797764,PRAC1,ENSG00000159182
cg05522383,259.4975882,32.79453687,7.912829787,1.11E-14,74.9241226,27.01518575,2.773407642,0.005643852,chr4,111557894,PITX2,ENSG00000164093
cg22375689,90.9718571,11.50001069,7.910588913,1.11E-14,24.70563287,10.45061775,2.364035646,0.01825527,chr19,34175036,CHST8,ENSG00000124302
cg05202985,94.01769941,11.88558078,7.910231831,1.12E-14,28.53603621,10.965546,2.6023361,0.009387311,chr12,114926138,TBX5-AS1,ENSG00000255399
cg11060943,107.9326398,13.64829982,7.908138099,1.13E-14,70.5954543,11.28657602,6.254815825,5.75E-10,chr11,45778063,LINC02716,ENSG00000205106
cg04689048,157.4246791,19.92793935,7.89969682,1.20E-14,32.43202352,16.20328457,2.001570939,0.045583498,chr19,46999289,PPP5D1P,ENSG00000230510
cg07322750,250.0758425,31.65770346,7.899367775,1.20E-14,46.88648326,21.76973775,2.153745892,0.031483349,chr4,185939458,HELT,ENSG00000187821
cg13481359,130.1837902,16.487309,7.895999897,1.23E-14,51.74832733,13.18512395,3.924750918,9.24E-05,chr2,73520043,EGR4,ENSG00000135625
cg05296818,199.7575592,25.29970082,7.895649067,1.25E-14,55.60498343,20.47889278,2.715233877,0.006729713,chr14,61117162,SIX1,ENSG00000126778
cg13174253,110.6003453,14.0175891,7.890111811,1.28E-14,39.06561907,10.70313279,3.649923798,0.000275012,chr8,146278678,C8orf33,ENSG00000182307
cg02227188,76.61759042,9.716835202,7.88503549,1.33E-14,20.74855502,9.452096848,2.195127214,0.028369092,chr12,54396354,HOXC9,ENSG00000180806
cg12194898,79.63872736,10.10778929,7.878946133,1.39E-14,36.12670303,10.46286332,3.452850518,0.000576434,chr5,174145508,MSX2,ENSG00000120149
cg16354802,174.9536572,22.21054455,7.877053926,1.44E-14,74.44015089,17.72572298,4.199555131,2.90E-05,chr20,42955781,R3HDML,ENSG00000101074
cg01312445,122.9239357,15.60685224,7.876279842,1.44E-14,62.53803943,13.39961844,4.667150764,3.44E-06,chr16,86536684,FENDRR,ENSG00000268388
cg14997321,92.26484542,11.72163484,7.871329098,1.48E-14,22.53272482,10.29199177,2.189345399,0.02878758,chr6,134436460,HMGA1P7,NA
cg02845063,157.7546375,20.0471077,7.86919689,1.50E-14,53.80024144,19.41515591,2.771043492,0.005684694,chr3,121312241,FBXO40,ENSG00000163833
cg15507719,100.7391749,12.80527086,7.867008515,1.53E-14,45.60586257,13.46169397,3.387824941,0.000730189,chr18,34837160,CELF4,ENSG00000101489
cg26454150,76.5292515,9.728879788,7.866193556,1.54E-14,32.1418184,9.78203848,3.285799628,0.001050003,chr13,100642408,ZIC2,ENSG00000043355
cg14888908,120.5085874,15.32631167,7.862856371,1.57E-14,27.1821612,12.21478378,2.225349354,0.026266003,chr17,9694619,DHRS7C,ENSG00000184544
cg17032646,126.4804511,16.08591792,7.862805952,1.57E-14,27.92542344,11.23445686,2.485694127,0.013081986,chr1,110692918,SLC6A17,ENSG00000197106
cg00044871,112.9429616,14.38285613,7.852610122,1.69E-14,41.14860857,13.30391305,3.092970347,0.002033088,chr13,25945811,ATP8A2,ENSG00000132932
cg16893574,119.0493717,15.15836562,7.853707625,1.69E-14,29.23228847,12.60564035,2.318984809,0.020583852,chr16,71392095,CALB2,ENSG00000172137
cg03613178,102.6320539,13.07125941,7.85173415,1.70E-14,30.67496899,10.82021379,2.834968845,0.004669442,chr10,102417364,PAX2,ENSG00000075891
cg20841047,160.827142,20.48238774,7.851972342,1.72E-14,43.38328748,16.96265865,2.55757593,0.010677639,chr2,207506675,FAM237A,ENSG00000235118
cg01524278,194.4434034,24.77774868,7.847500832,1.77E-14,40.42738669,16.81959265,2.403588929,0.016404643,chr12,54355460,HOTAIR,ENSG00000228630
cg01980311,78.90862082,10.06203013,7.842216713,1.82E-14,20.54977044,9.154559178,2.244758053,0.024987723,chr3,130235479,COL6A5,ENSG00000172752
cg22897615,105.9497787,13.51054293,7.842007474,1.85E-14,52.71784556,14.16522933,3.72163728,0.000208254,chr6,32117079,HLA-DRB5,ENSG00000198502
cg23756381,132.3938976,16.88218737,7.842224158,1.85E-14,41.95914678,13.80666162,3.039050853,0.002430987,chr17,48450910,EME1,ENSG00000154920
cg14576825,95.47603951,12.18089629,7.838178505,1.87E-14,28.11373348,9.802641142,2.867975382,0.004212336,chr19,1676136,TCF3,ENSG00000071564
cg01989224,102.8482136,13.12047113,7.838759188,1.89E-14,22.27503689,10.92686072,2.038557777,0.041740078,chr15,23932758,NDN,ENSG00000182636
cg10655471,95.03631257,12.13138059,7.833923919,1.94E-14,28.19307892,9.978617134,2.825349299,0.00481088,chr19,41025339,SPTBN4,ENSG00000160460
cg17128312,122.2103331,15.59962348,7.834184799,1.95E-14,46.68930824,13.07585872,3.570649487,0.000371945,chr19,12806824,FBXW9,ENSG00000132004
cg07489502,94.85324081,12.12238961,7.824632261,2.10E-14,23.50249735,9.08841829,2.585983237,0.009841622,chr5,140811642,PCDHGA12,ENSG00000253159
cg02726501,103.5248603,13.23739413,7.820637455,2.13E-14,42.20002353,10.83807387,3.893682957,0.00010486,chr19,54415925,CACNG7,ENSG00000105605
cg06857304,170.4285712,21.79408894,7.81994474,2.17E-14,53.1138613,17.02864781,3.119088603,0.001862704,chr10,94826314,CYP26C1,ENSG00000187553
cg02184644,113.5625121,14.52857062,7.816495861,2.21E-14,29.32946222,12.14424642,2.415091164,0.015898415,chr7,150677125,KCNH2,ENSG00000055118
cg18083591,99.10033161,12.68004659,7.815454851,2.23E-14,41.35479001,10.19239124,4.057417838,5.32E-05,chr1,37238410,GRIK3,ENSG00000163873
cg13885623,98.10841362,12.55948927,7.811497069,2.27E-14,26.24294749,11.02869114,2.379516042,0.017510225,chr1,11919095,NPPB,ENSG00000120937
cg23210424,164.7859214,21.09588234,7.811283678,2.29E-14,44.08487784,18.608863,2.369025869,0.018012119,chr10,60094570,UBE2D1,ENSG00000072401
cg17557766,120.0494222,15.37599374,7.807587872,2.36E-14,25.90753683,13.11151379,1.975937884,0.048418862,chr6,10420696,TFAP2A,ENSG00000137203
cg13890649,163.0322273,20.89500772,7.802448774,2.46E-14,49.95666791,17.74839835,2.814714146,0.00497176,chr9,79629843,FOXB2,ENSG00000204612
cg10265365,129.9525595,16.66043292,7.800070995,2.49E-14,48.46535579,15.14170861,3.200785132,0.001410949,chr19,42827690,TMEM145,ENSG00000167619
cg06321808,88.69285343,11.38029271,7.793547643,2.59E-14,63.00648964,15.16834567,4.1538142,3.53E-05,chr10,71389579,FAM241B,ENSG00000171224
cg00596222,97.61150513,12.52809806,7.791406539,2.64E-14,37.51768477,11.94287575,3.141428042,0.001727501,chr4,3756001,ADRA2C,ENSG00000184160
cg18240412,111.5180088,14.31911668,7.788050846,2.70E-14,33.83467875,12.07311634,2.802480967,0.005162828,chr11,17717818,MYOD1,ENSG00000129152
cg11279163,180.204865,23.14476313,7.785988736,2.75E-14,75.85076816,19.93998538,3.803953048,0.00015048,chr20,3229129,DNAAF9,ENSG00000088854
cg19836549,95.1462138,12.22344064,7.783914252,2.79E-14,21.90316037,10.37238907,2.111679403,0.034945738,chr7,51798400,COBL,ENSG00000106078
cg27622679,169.2819931,21.74317609,7.785522795,2.79E-14,45.18997662,21.59032234,2.093066324,0.036578704,chr3,181441978,SOX2-OT,ENSG00000242808
cg02735486,98.40814173,12.6441192,7.782917906,2.79E-14,62.37373363,11.52853783,5.410376803,7.76E-08,chr4,113970935,ANK2,ENSG00000145362
cg17880622,252.8614464,32.49017047,7.782706053,2.83E-14,123.2719194,25.92324874,4.755265075,2.25E-06,chr18,31158831,ASXL3,ENSG00000141431
cg02483593,183.2107763,23.54803118,7.780301244,2.86E-14,51.32721158,21.15109236,2.426693179,0.015401782,chr1,63792183,FOXD3,ENSG00000187140
cg01572810,90.9433191,11.69880401,7.773727899,3.00E-14,44.37301401,10.62395268,4.176695375,3.20E-05,chr7,150901654,ABCF2,ENSG00000033050
cg14171986,114.0208474,14.67127031,7.771709265,3.02E-14,26.84729098,13.01556764,2.062706117,0.039381909,chr11,4629749,TRIM68,ENSG00000167333
cg16345226,95.10313508,12.23889022,7.770568523,3.04E-14,23.96792049,9.790723863,2.448023336,0.014524311,chr19,16771394,SMIM7,ENSG00000214046
cg19628299,102.7470345,13.21988383,7.772158655,3.04E-14,30.84069649,11.8870128,2.594486689,0.00960299,chr6,168840641,SMOC2,ENSG00000112562
cg23316449,124.7785807,16.05606354,7.771430425,3.06E-14,46.57612857,14.74435543,3.158912493,0.001628051,chr14,73704055,PAPLN,ENSG00000100767
cg17075913,136.4164614,17.56671438,7.765621874,3.18E-14,63.27095789,19.29206993,3.279635525,0.001072977,chr17,78444608,NPTX1,ENSG00000171246
cg04161902,114.8673439,14.79278893,7.765090443,3.20E-14,33.87030906,12.69260206,2.668507916,0.00773433,chr1,32227908,ADGRB2,ENSG00000121753
cg12293170,137.3805123,17.69739788,7.762752085,3.22E-14,42.14805572,13.8795633,3.036698979,0.002449867,chr7,132258096,PLXNA4,ENSG00000221866
cg08142172,129.3013847,16.65717762,7.762502606,3.26E-14,36.37785993,15.20819623,2.391990435,0.016929413,chr19,39695011,SYCN,ENSG00000179751
cg09549848,415.2651608,53.48304576,7.764426181,3.26E-14,80.26429562,22.6205678,3.54828828,0.000404593,chr9,113800279,LPAR1,ENSG00000198121
cg24907270,108.2185023,13.95124583,7.756905992,3.42E-14,40.04605534,11.61739304,3.447077604,0.000588753,chr5,79287410,MTX3,ENSG00000177034
cg08473487,113.751429,14.68181755,7.747775687,3.63E-14,36.37074996,12.17410275,2.987550764,0.00287647,chr19,51504516,KLK8,ENSG00000129455
cg20254361,123.74597,15.97291372,7.747238367,3.66E-14,28.69790398,13.1728058,2.178571856,0.029581582,chr1,24438778,MYOM3,ENSG00000142661
cg16184943,134.3614327,17.34848404,7.744851502,3.71E-14,50.66619732,15.98713308,3.169185937,0.001572106,chr22,22863293,ZNF280B,ENSG00000275004
cg21186299,592.0684114,76.44548122,7.744975923,3.72E-14,213.2556705,68.78428645,3.100354478,0.00198352,chr7,100808810,VGF,ENSG00000128564
cg17198397,119.8645707,15.48150935,7.742434409,3.76E-14,34.49252428,11.964114,2.882998631,0.004018066,chr15,25327713,SNORD109B,ENSG00000239169
cg13516808,97.41504319,12.58491687,7.740618729,3.80E-14,47.24206482,11.83384757,3.992113684,7.00E-05,chr11,116105931,LINC00900,NA
cg25616777,111.4862474,14.40463207,7.739610904,3.83E-14,26.36922185,12.39306575,2.12774001,0.033587199,chr1,27645056,TMEM222,ENSG00000186501
cg03005087,131.7503091,17.02132917,7.740306749,3.85E-14,45.96911992,14.09141194,3.262208224,0.001140472,chr8,70973739,PRDM14,ENSG00000147596
cg24913794,65.96156762,8.525788965,7.736711276,3.90E-14,46.82910663,8.913914133,5.253484152,1.80E-07,chr2,126716943,GYPC,ENSG00000136732
cg14692106,106.1446216,13.72159732,7.735587854,3.96E-14,49.83624927,11.3130698,4.405192414,1.16E-05,chr4,7940389,AFAP1,ENSG00000196526
cg03331387,127.1308464,16.44263467,7.731780764,4.04E-14,65.7582543,14.43618618,4.555098798,5.84E-06,chr3,127114962,TPRA1,ENSG00000163870
cg04662532,93.67734352,12.11511706,7.732268954,4.05E-14,38.20488875,12.31306525,3.102792681,0.001967398,chr12,54330125,HOXC13-AS,ENSG00000249641
cg11696388,133.4700273,17.27065366,7.728139879,4.17E-14,54.70068934,16.70013089,3.275464708,0.001088785,chr8,41557540,NKX6-3,ENSG00000165066
cg05740243,125.3409369,16.2230608,7.726096725,4.24E-14,29.63859742,13.93048459,2.127607065,0.033598256,chr10,135160775,PRAP1,ENSG00000165828
cg15062059,82.47774285,10.67929546,7.723144583,4.32E-14,33.16128424,9.685528307,3.423797153,0.000640967,chr3,137492929,SOX14,ENSG00000168875
cg03923285,72.14074571,9.344624677,7.720026026,4.40E-14,40.48686846,9.648313348,4.196263844,2.94E-05,chr16,412168,MRPL28,ENSG00000086504
cg00114478,98.55766553,12.76892302,7.718557419,4.47E-14,37.6363827,10.80654082,3.482740993,0.000516403,chr8,73658110,KCNB2,ENSG00000182674
cg08267319,99.54048043,12.90735304,7.711920494,4.65E-14,37.45701807,11.05168481,3.389258624,0.000726423,chr17,79886956,MAFG-DT,ENSG00000265688
cg09916336,131.5273796,17.05480254,7.712043535,4.68E-14,56.55585027,16.36498869,3.455905245,0.000570013,chr2,74882132,SEMA4F,ENSG00000135622
cg00547425,163.0549039,21.14564598,7.711039143,4.70E-14,32.73064621,15.81159754,2.070040433,0.038688504,chr6,31829960,HLA-DRB5,ENSG00000198502
cg16379910,152.548158,19.78663731,7.709655542,4.81E-14,59.0014224,19.6892165,2.996636377,0.002792822,chr14,78636730,NRXN3,ENSG00000021645
cg23880589,148.6777058,19.28979462,7.707583658,4.83E-14,45.19276977,16.34931094,2.764200273,0.005804423,chr17,7826623,KCNAB3,ENSG00000170049
cg05527337,103.3982833,13.42878517,7.699749606,5.11E-14,32.23653149,11.13434256,2.89523439,0.0038659,chr6,168841257,SMOC2,ENSG00000112562
cg25262261,107.9070615,14.01796635,7.697768625,5.19E-14,29.46403011,11.63613159,2.532115581,0.011480061,chr3,196670603,NCBP2AS2,ENSG00000270170
cg13726459,84.05655939,10.92158843,7.696367602,5.23E-14,32.36938127,10.93822249,2.959290809,0.003151504,chr12,54409657,HOXC4,ENSG00000198353
cg20703564,108.2927728,14.07901267,7.691787444,5.40E-14,37.12771975,12.67848106,2.928404403,0.003479392,chr20,36157016,BLCAP,ENSG00000166619
cg15819471,108.8431562,14.15269799,7.690629468,5.46E-14,32.25132685,12.89378857,2.501307252,0.012522379,chr12,107137342,LOC100287944,ENSG00000257545
cg08724891,90.39469888,11.75959658,7.68688775,5.58E-14,16.52688334,7.536479873,2.192918129,0.028528362,chr2,219826145,CDK5R2,ENSG00000171450
cg07185854,133.3678249,17.35288113,7.685630063,5.66E-14,29.5321593,14.03128471,2.104736659,0.035547401,chr16,65071589,CDH11,ENSG00000140937
cg25364822,133.1559711,17.32565877,7.685478107,5.69E-14,66.19849078,14.85424298,4.456537493,9.21E-06,chr1,33337257,FNDC5,ENSG00000160097
cg27236629,124.6753615,16.22541918,7.683953193,5.73E-14,38.12719776,12.65798437,3.012106561,0.002655496,chr15,96877720,NR2F2,ENSG00000185551
cg19256331,166.7376814,21.70168463,7.683167655,5.77E-14,50.35324287,16.67719882,3.019286597,0.002593885,chr15,89915212,MIR9-3HG,ENSG00000255571
cg11592497,148.8012183,19.36946231,7.682258595,5.77E-14,36.5413567,14.75229558,2.476994614,0.013403308,chr17,40273580,KAT2A,ENSG00000108773
cg00225196,94.85871731,12.35129626,7.680061696,5.90E-14,31.9029136,10.00332181,3.189231958,0.001468013,chr8,37556863,ZNF703,ENSG00000183779
cg22173837,80.17429988,10.44618965,7.674980311,6.07E-14,28.47411568,9.939927552,2.864620042,0.004256874,chr11,112831728,NCAM1,ENSG00000149294
cg25752087,112.683879,14.68138447,7.675289699,6.08E-14,40.71682319,12.50261059,3.256665709,0.001162748,chr17,12523042,LINC00670,ENSG00000179136
cg03814321,122.6991994,15.98249622,7.677098604,6.08E-14,40.28536282,12.15021136,3.315610042,0.000945194,chr1,51810337,TTC39A,ENSG00000085831
cg06962373,115.2117647,15.01292584,7.674171309,6.12E-14,41.57723898,11.73783742,3.542154954,0.000414005,chr13,37772687,CSNK1A1L,ENSG00000180138
cg03839161,138.1711113,18.00199747,7.675321116,6.13E-14,36.80799547,15.2772704,2.409330627,0.016150198,chr16,1128721,SSTR5-AS1,ENSG00000261713
cg14908653,87.16684976,11.36093732,7.672505121,6.28E-14,28.26163651,9.02686924,3.130834818,0.001790445,chr18,911900,ADCYAP1,ENSG00000141433
cg18746826,132.0165617,17.21609724,7.66820493,6.42E-14,35.83183126,13.24876304,2.704541635,0.006948625,chr8,27834241,SCARA5,ENSG00000168079
cg00957641,80.72951206,10.52972969,7.666817137,6.46E-14,28.08678985,9.448183277,2.972718567,0.003017959,chr12,103406953,ASCL1,ENSG00000139352
cg19763230,196.799786,25.67602969,7.664728091,6.52E-14,43.10842118,20.18611923,2.135547734,0.032943265,chr19,49623634,PPFIA3,ENSG00000177380
cg23281154,304.7224559,39.7552312,7.664965004,6.60E-14,49.38602357,19.88089046,2.48409515,0.013140528,chr6,72130547,LINC00472,ENSG00000233237
cg20695175,111.3631112,14.53882636,7.659704324,6.84E-14,29.38832034,10.63344023,2.763764097,0.005812131,chr11,134556096,B3GAT1-DT,ENSG00000255545
cg02027878,118.8603175,15.52162617,7.657723245,6.89E-14,30.99248853,9.946227584,3.116004361,0.001882117,chr7,150711138,ATG9B,ENSG00000181652
cg21450384,96.2915744,12.57695507,7.656191334,7.00E-14,31.88333589,10.62792725,2.999958047,0.0027628,chr1,20732323,LINC01141,NA
cg08160462,108.0082965,14.11086997,7.654262051,7.07E-14,41.09192404,15.00242564,2.739018678,0.006264853,chr1,32238731,ADGRB2,ENSG00000121753
cg04103021,101.3949029,13.24952125,7.652722009,7.13E-14,32.79993844,13.50322734,2.429044378,0.01530282,chr4,174441703,HAND2,ENSG00000164107
cg22855255,110.620571,14.47318058,7.643141765,7.69E-14,36.60260979,12.54869112,2.916846821,0.003609875,chr17,50237267,CA10,ENSG00000154975
cg04223548,109.6131631,14.34567807,7.640849218,7.73E-14,33.78570153,11.72560382,2.88136134,0.004038836,chr13,22247214,FGF9,ENSG00000102678
cg03155027,165.4121813,21.65096684,7.639944325,7.87E-14,58.89602305,16.64465008,3.53843564,0.000419812,chr3,49907692,CAMKV,ENSG00000164076
cg01512155,197.7068756,25.87867693,7.639759798,7.93E-14,53.63833047,19.72759366,2.718949477,0.006655106,chr10,49514337,NA,NA
cg14337027,102.4148148,13.40956734,7.637443637,7.98E-14,52.6600447,11.31204577,4.655218496,3.64E-06,chr17,46803802,HOXB13,ENSG00000159184
cg03491109,89.16195349,11.68207326,7.632374106,8.31E-14,30.52126972,9.787827159,3.118288587,0.001867721,chr11,18172905,MRGPRX3,ENSG00000179826
cg21231715,122.0883878,16.00340589,7.628900292,8.48E-14,43.82741624,13.66045685,3.208341911,0.001374739,chr8,23567941,NKX2-6,ENSG00000180053
cg04925956,109.5239675,14.35669416,7.628773468,8.49E-14,25.55041835,11.12649156,2.296358938,0.021848274,chr12,129785686,TMEM132D,ENSG00000151952
cg19937039,100.5535311,13.18349881,7.627226472,8.58E-14,30.74488936,11.38167038,2.701263377,0.007017016,chr14,94759767,SERPINA10,ENSG00000140093
